CDSCode,NCESDist,NCESSchool,StatusType,County,District,School,Street,StreetAbr,City,Zip,State,MailStreet,MailStrAbr,MailCity,MailZip,MailState,Phone,Ext,Website,OpenDate,ClosedDate,Charter,CharterNum,FundingType,DOC,DOCType,SOC,SOCType,EdOpsCode,EdOpsName,EILCode,EILName,GSoffered,GSserved,Virtual,Magnet,Latitude,Longitude,AdmFName1,AdmLName1,AdmEmail1,AdmFName2,AdmLName2,AdmEmail2,AdmFName3,AdmLName3,AdmEmail3,LastUpdate
01612346001473,0627060,04092,Active,Alameda,Newark Unified,H. A. Snow Elementary,6580 Mirabeau Drive,6580 Mirabeau Dr.,Newark,94560-1121,CA,6580 Mirabeau Drive,6580 Mirabeau Dr.,Newark,94560-1121,CA,(510) 818-3900,,www.newarkunified.org,1980-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,0,37.542892,-122.05046,Robin,Sehrt,rsehrt@newarkunified.org,,,,,,,2015-10-06
01612346001481,0627060,04081,Active,Alameda,Newark Unified,James A. Graham Elementary,36270 Cherry Street,36270 Cherry St.,Newark,94560-2318,CA,36270 Cherry Street,36270 Cherry St.,Newark,94560-2318,CA,(510) 818-3300,,www.newarkunified.org,1980-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,0,37.538506,-122.04239,Terrance,Dunn,tdunn@newarkunified.org,,,,,,,2015-10-06
01612346001499,0627060,04079,Active,Alameda,Newark Unified,James L. Bunker Elementary,6071 Smith Avenue,6071 Smith Ave.,Newark,94560-4536,CA,6071 Smith Avenue,6071 Smith Ave.,Newark,94560-4536,CA,(510) 818-3100,,www.newarkunified.org,1980-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,0,37.529248,-122.01508,Colleen,Gainey,cgainey@newarkunified.org,,,,,,,2015-10-06
01612346001507,0627060,04082,Active,Alameda,Newark Unified,John F. Kennedy Elementary,35430 Blackburn Drive,35430 Blackburn Dr.,Newark,94560-1312,CA,35430 Blackburn Drive,35430 Blackburn Dr.,Newark,94560-1312,CA,(510) 818-3400,,www.newarkunified.org,1980-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,0,37.551671,-122.04247,Pamela,Hughes,phughes@newarkunified.org,,,,,,,2015-10-06
01612346001523,0627060,04083,Active,Alameda,Newark Unified,Lincoln Elementary,36111 Bettencourt Street,36111 Bettencourt St.,Newark,94560-2101,CA,36111 Bettencourt Street,36111 Bettencourt St.,Newark,94560-2101,CA,(510) 818-3500,,www.newarkunified.org,1980-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,0,37.535889,-122.05195,Angela,Ehrlich,aehrlich@newarkunified.org,,,,,,,2015-10-06
01612346001531,0627060,04086,Active,Alameda,Newark Unified,Louis Milani Elementary,37490 Birch Street,37490 Birch St.,Newark,94560-4140,CA,37490 Birch Street,37490 Birch St.,Newark,94560-4140,CA,(510) 818-3600,,www.newarkunified.org,1980-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,0,37.533967,-122.02246,Cathreene,Ingham-Watters,cwatters@newarkunified.org,,,,,,,2015-10-06
01612346102917,0627060,07796,Active,Alameda,Newark Unified,Newark Junior High,6201 Lafayette Avenue,6201 Lafayette Ave.,Newark,94560-2432,CA,6201 Lafayette Avenue,6201 Lafayette Ave.,Newark,94560-2432,CA,(510) 818-3000,,www.newarkunified.org,1980-07-01,,0,,,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,7-8,7-8,N,0,37.542979,-122.03685,Mark,Neal,mneal@newarkunified.org,,,,,,,2015-10-06
01612420110460,0626910,11551,Active,Alameda,New Haven Unified,Core Learning Academy at Conley-Caraballo High,541 Blanche Street,541 Blanche St.,Hayward,94544-7700,CA,541 Blanche Street,541 Blanche St.,Hayward,94544-7700,CA,(510) 471-5126,,www.nhusd.k12.ca.us,2005-08-31,,0,,,54,Unified School District,68,Continuation High Schools,CON,Continuation School,HS,High School,9-12,11-12,N,0,37.61521,-122.02875,Ramon,Camacho,rcamacho@nhusd.k12.ca.us,,,,,,,2015-06-18
01612420110478,0626910,11552,Active,Alameda,New Haven Unified,Alternative Learning Academy at Conley-Caraballo High,541 Blanche Street,541 Blanche St.,Hayward,94544-7700,CA,541 Blanche Street,541 Blanche St.,Hayward,94544-7700,CA,(510) 471-5126,,www.nhusd.k12.ca.us/cchs/index.html,2005-08-31,,0,,,54,Unified School District,63,Alternative Schools of Choice,ALTSOC,Alternative School of Choice,HS,High School,9-12,9-12,N,0,37.61521,-122.02875,Ramon,Camacho,rcamacho@nhusd.k12.ca.us,,,,,,,2015-06-18
01612426068266,0626910,04066,Active,Alameda,New Haven Unified,Itliong-Vera Cruz,31604 Alvarado Boulevard,31604 Alvarado Blvd.,Union City,94587-5802,CA,31604 Alvarado Boulevard,31604 Alvarado Blvd.,Union City,94587-5802,CA,(510) 489-0700,,www.nhusd.k12.ca.us/ams/index.html,1980-07-01,,0,,,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,0,37.591746,-122.08036,Heather,Thorner,hthorner@nhusd.k12.ca.us,,,,,,,2015-12-18
01612426097679,0626910,04073,Active,Alameda,New Haven Unified,Cesar Chavez Middle,2801 Hop Ranch Road,2801 Hop Ranch Rd.,Union City,94587-5708,CA,2801 Hop Ranch Road,2801 Hop Ranch Rd.,Union City,94587-5708,CA,(510) 471-5363,2050,www.nhusd.k12.ca.us,1980-07-01,,0,,,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,0,37.590189,-122.04735,Mireya,Casarez,mcasarez@nhusd.k12.ca.us,,,,,,,2015-06-18
01612426118525,0626910,08675,Active,Alameda,New Haven Unified,Delaine Eastin Elementary,34901 Eastin Drive,34901 Eastin Dr.,Union City,94587-5577,CA,34901 Eastin Drive,34901 Eastin Dr.,Union City,94587-5577,CA,(510) 475-9630,,www.nhusd.k12.ca.us/eastin/index.html,2001-09-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,37.566838,-122.07483,Carla,Vicotr,cvictor@nhusd.k12.ca.us,,,,,,,2015-06-18
01612590100065,0628050,11351,Active,Alameda,Oakland Unified,Oakland Unity High,6038 Brann Street,6038 Brann St.,Oakland,94605-1544,CA,6038 Brann Street,6038 Brann St.,Oakland,94605-1544,CA,(510) 635-7170,,www.unityhigh.org,2003-09-02,,1,0510,Directly funded,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0,37.773706,-122.18548,William,Nee,wnee@unityhigh.org,Sau-Lim (Lance),Tsang,stsang@unityhigh.org,,,,2016-08-18
01612590106906,0628050,10720,Active,Alameda,Oakland Unified,Bay Area Technology,8251 Fontaine Street,8251 Fontaine St.,Oakland,94605-4109,CA,8251 Fontaine Street,8251 Fontaine St.,Oakland,94605-4109,CA,(510) 382-9932,,www.baytechschool.org,2004-08-30,,1,0661,Directly funded,54,Unified School District,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,6-12,6-12,N,0,37.766251,-122.15439,Hayri,Hatipoglu,hhayri@baytechschool.org,,,,,,,2016-04-19
01612590108944,0628050,10726,Active,Alameda,Oakland Unified,Lighthouse Community Charter High,444 Hegenberger Road,444 Hegenberger Rd.,Oakland,94621-1418,CA,444 Hegenberger Road,444 Hegenberger Rd.,Oakland,94621-1418,CA,(510) 562-8225,,www.lighthousecharter.org,2005-09-06,,1,0700,Directly funded,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0,37.73705,-122.19663,Paul,Koh,paul.koh@lighthousecharter.org,Brandon,Paige,brandon.paige@lighthousecharter.org,,,,2015-10-09
01612590109819,0628050,10727,Active,Alameda,Oakland Unified,Aspire Berkley Maynard Academy,6200 San Pablo Avenue,6200 San Pablo Ave.,Oakland,94608-2228,CA,"1001 22nd Avenue, Suite 100","1001 22nd Ave., Ste. 100",Oakland,94606,CA,(510) 658-2900,,www.aspirepublicschools.org,2005-08-24,,1,0726,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,0,37.844798,-122.28416,Jason,Stack,delphine.sherman@aspirepublicschools.org,,,,,,,2015-06-29
01612590110239,0628050,11556,Active,Alameda,Oakland Unified,Reach Academy,9860 Sunnyside Street,9860 Sunnyside St.,Oakland,94603-2750,CA,9860 Sunnyside Street,9860 Sunnyside St.,Oakland,94603-2750,CA,(510) 729-7775,,www.nsdg.net/reach,2005-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,37.746513,-122.16182,Natasha,Flint-Moore,natasha.flint@ousd.org,,,,,,,2015-11-02
01612590110247,0628050,11557,Active,Alameda,Oakland Unified,Manzanita SEED Elementary,2409 East 27th Street,2409 East 27th St.,Oakland,94601-1303,CA,2409 East 27th Street,2409 East 27th St.,Oakland,94601-1303,CA,(510) 535-2832,,www.nsdg.net/seed,2005-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,37.792204,-122.2239,Beatrice,Martinez,beatrice.martinez@ousd.org,,,,,,,2015-11-02
01612590110254,0628050,11558,Active,Alameda,Oakland Unified,Sankofa Academy,581 61st Street,581 61st St.,Oakland,94609-1248,CA,581 61st Street,581 61st St.,Oakland,94609-1248,CA,(510) 654-7787,,www.nsdg.net/sankofa,2005-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,P-8,K-8,N,0,37.847125,-122.26443,Monique,Brinson,monique.brinson@ousd.org,,,,,,,2015-11-02
01612590110262,0628050,11559,Active,Alameda,Oakland Unified,Rise Community,8521 A Street,8521 A St.,Oakland,94621-1619,CA,8521 A Street,8521 A St.,Oakland,94621-1619,CA,(510) 729-7732,,www.nsdg.net/rise,2005-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,37.752093,-122.17864,Katie,Virga,katie.virga@ousd.org,,,,,,,2015-11-02
01612590111476,0628050,11561,Active,Alameda,Oakland Unified,Achieve Academy,1700 28th Avenue,1700 28th Ave.,Oakland,94621-2455,CA,"303 Hegenberger Road, Suite 301","303 Hegenberger Rd., Ste. 301",Oakland,94621,CA,(510) 904-6440,,www.efcps.org,2006-08-28,,1,0780,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,37.782076,-122.22671,Lucy,Schmidt,lschmidt@efcps.net,,,,,,,2016-10-04
01612590111856,0628050,11563,Active,Alameda,Oakland Unified,American Indian Public High,746 Grand Avenue,746 Grand Ave.,Oakland,94607-2714,CA,746 Grand Avenue,746 Grand Ave.,Oakland,94607-2714,CA,(510) 893-8701,,www.aimschools.org,2006-06-22,,1,0765,Directly funded,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0,37.811503,-122.24905,Joel,Julien,joel.julien@aimschools.org,,,,,,,2016-07-20
01612590114363,0628050,12013,Active,Alameda,Oakland Unified,American Indian Public Charter School II,171 12th Street,171 12th St.,Oakland,94607-4900,CA,171 12th Street,171 12th St.,Oakland,94607-4900,CA,(510) 893-8701,,www.aimschools.org,2007-07-01,,1,0882,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,0,37.800368,-122.26548,Elston,Perry,elston.perry@aimschools.org,,,,,,,2016-07-20
01612590114454,0628050,12006,Active,Alameda,Oakland Unified,Conservatory of Vocal/Instrumental Arts,3800 Mountain Boulevard,3800 Mountain Blvd.,Oakland,94619-1630,CA,3800 Mountain Boulevard,3800 Mountain Blvd.,Oakland,94619-1630,CA,(510) 285-7511,,www.covaconservatory.org,2007-09-04,,1,0864,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,0,37.800277,-122.18642,Gregg,Hood,gregg.hood@covaconservatory.org,,,,,,,2016-07-20
01612590114868,0628050,12041,Active,Alameda,Oakland Unified,Oakland Charter High,345 12th Street,345 12th St.,Oakland,94607-4217,CA,345 12th Street,345 12th St.,Oakland,94607-4217,CA,(510) 893-8700,,http://amps-ca.schoolloop.com/,2007-08-22,,1,0883,Directly funded,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0,37.801907,-122.26954,Raquel,Olivia-Gomez,rgomez@amethodschools.org,,,,,,,2015-06-18
01612590115014,0628050,11935,Active,Alameda,Oakland Unified,KIPP Bridge Academy,1700 Market Street,1700 Market St.,Oakland,94607-3230,CA,1700 Market Street,1700 Market St.,Oakland,94607-3230,CA,(510) 874-7255,,www.kippbayarea.org/schools/bridge/,2007-08-13,,1,0938,Directly funded,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,K-8,5-8,N,0,37.810323,-122.27916,Lolita,Jackson,lolita.jackson@kippbridge.org,,,,,,,2016-06-30
01612590115238,0628050,12040,Active,Alameda,Oakland Unified,ARISE High,"3301 East 12th Street, Suite 205","3301 East 12th St., Ste. 205",Oakland,94601-2940,CA,"3301 East 12th Street, Suite 205","3301 East 12th St., Ste. 205",Oakland,94601-2940,CA,(510) 436-5487,,www.arisehighschool.org,2007-08-27,,1,0837,Directly funded,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0,37.776162,-122.22506,Elizabeth,Solis,liz@arisehighschool.org,,,,,,,2016-10-03
01612590115386,0628050,12056,Active,Alameda,Oakland Unified,Civicorps Corpsmember Academy,101 Myrtle Street,101 Myrtle St.,Oakland,94607-2507,CA,101 Myrtle Street,101 Myrtle St.,Oakland,94607-2507,CA,(510) 992-7800,,www.cvcorps.org,2007-08-27,,1,0948,Directly funded,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-Adult,12,N,0,37.798779,-122.28556,Tyfahra,Singleton,tyfahra.singleton@cvcorps.org,,,,,,,2016-10-03
01612590115592,0628050,12054,Active,Alameda,Oakland Unified,Learning Without Limits,2035 40th Avenue,2035 40th Ave.,Oakland,94601-4203,CA,2035 40th Avenue,2035 40th Ave.,Oakland,94601-4203,CA,(510) 879-1282,,www.efcps.org,2007-07-01,,1,1442,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,37.779349,-122.21325,Leo,Fuchs,lfuchs@efcps.net,,,,,,,2016-10-03
01612590118224,0628050,12331,Active,Alameda,Oakland Unified,Aspire Golden State College Preparatory Academy,1009 66th Avenue,1009 66th Ave.,Oakland,94610-3430,CA,"1001 22nd Avenue, Suite 100","1001 22nd Ave., Ste. 100",Oakland,94606,CA,(510) 562-8030,,www.aspirepublicschools.org,2008-08-05,,1,1023,Directly funded,54,Unified School District,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,6-12,6-12,N,0,37.759099,-122.19807,Bronwyn,LaMay,delphine.sherman@aspirepublicschools.org,,,,,,,2016-04-19
01612590119859,0628050,12506,Active,Alameda,Oakland Unified,Gateway to College at Laney College,900 Fallon Street,900 Fallon St.,Oakland,94607-4808,CA,900 Fallon Street,900 Fallon St.,Oakland,94607-4808,CA,(510) 464-3592,,www.elaney.org/wp/gateway,2009-08-20,,0,,,54,Unified School District,63,Alternative Schools of Choice,ALTSOC,Alternative School of Choice,HS,High School,9-12,9-12,N,0,37.797155,-122.26377,Rogeair,Purnell,rpurnell@peralta.edu,,,,,,,2015-06-18
01612590120188,0628050,12542,Active,Alameda,Oakland Unified,Aspire ERES Academy,1936 Courtland Avenue,1936 Courtland Ave.,Oakland,94601-4614,CA,"1001 22nd Avenue, Suite 100","1001 22nd Ave., Ste. 100",Oakland,94606,CA,(510) 436-9760,,www.aspirepublicschools.org,2009-08-17,,1,1115,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,0,37.775676,-122.21206,Courtney,Walker,delphine.sherman@aspirepublicschools.org,,,,,,,2015-06-18
01612590123711,0628050,12648,Active,Alameda,Oakland Unified,Vincent Academy,2501 Chestnut Street,2501 Chestnut St.,Oakland,94607-2477,CA,2501 Chestnut Street,2501 Chestnut St.,Oakland,94607-2477,CA,(510) 452-2100,,www.vincentacademy.org,2011-08-22,,1,1271,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,37.818122,-122.28219,Kate,Nicol,knicol@vincentacademy.org,Sophath,Mey,smey@vincentacademy.org,Drew,Sarratore,dsarratore@vincentacademy.org,2015-10-02
01612590126748,0628050,13155,Active,Alameda,Oakland Unified,LPS Oakland R & D Campus,"8601 MacArthur Boulevard, Building 100","8601 MacArthur Blvd., Bldg. 100",Oakland,94605-4037,CA,"1404 Franklin Street, Suite 300","1404 Franklin Street, Ste. 300",Oakland,94612,CA,(510) 633-0750,,www.leadps.org,2012-08-21,,1,1449,Directly funded,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0,37.759536,-122.16291,Ellen,Digiacomo,edigiacomo@leadps.org,Laura,Hayes,lhayes@leadps.org,,,,2016-07-20
01612590128413,0628050,13676,Active,Alameda,Oakland Unified,Aspire College Academy,8030 Atherton Street,8030 Atherton St.,Oakland,94605-3430,CA,"1001  22nd Avenue, Suite 100","1001  22nd Avenue, Ste. 100",Oakland,94606,CA,(510) 562-8030,,www.aspirepublicschools.org,2013-08-05,,1,1577,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,37.761272,-122.1709,Jessica,Newburn,delphine.sherman@aspirepublicschools.org,,,,,,,2015-06-18
01612590129403,0628050,13772,Active,Alameda,Oakland Unified,Epic Charter,1112 29th Avenue,1112 29th Ave.,Oakland,94601-2212,CA,1112 29th Avenue,1112 29th Ave.,Oakland,94601-2212,CA,(510) 689-2035,,www.makeitepic.org,2014-08-25,,1,1632,Directly funded,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-7,N,0,37.777472,-122.23049,Michael,Hatcher,mhatcher@efcps.net,,,,,,,2016-09-30
01612590129635,0628050,13752,Active,Alameda,Oakland Unified,Downtown Charter Academy,301 12th Street,301 12th St.,Oakland,94607-4217,CA,301 12th Street,301 12th St.,Oakland,94607-4217,CA,(510) 444-1702,,www.amethodschools.org,2014-08-20,,1,1661,Directly funded,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,0,37.801492,-122.26875,Angela,Ortega,aortega@amethodschools.org,,,,,,,2015-06-18
01612590129932,0628050,13735,Active,Alameda,Oakland Unified,East Bay Innovation Academy,3400 Malcolm Avenue,3400 Malcolm Ave.,Oakland,94605-5353,CA,3400 Malcolm Avenue,3400 Malcolm Ave.,Oakland,94605-5353,CA,(510) 577-9557,,http://eastbayia.org,2014-08-18,,1,1620,Directly funded,54,Unified School District,65,K-12 Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-12,6-8,N,0,37.746172,-122.14121,Devin,Krugman,dkrugman@eastbayia.org,,,,,,,2015-10-16
01612590130617,0628050,10729,Active,Alameda,Oakland Unified,"Oakland Military Institute, College Preparatory Academy",3877 Lusk Street,3877 Lusk St.,Oakland,94608-3822,CA,3877 Lusk Street,3877 Lusk St.,Oakland,94608-3822,CA,(510) 594-3900,,www.omiacademy.org,2001-08-13,,1,0349,Directly funded,54,Unified School District,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,6-12,6-12,N,0,37.829395,-122.27234,Richard B.,Wallis,rwallis@omiacademy.org,Johnna,Grell,jgrell@omiacademy.org,,,,2016-04-19
01612590130633,0628050,10408,Active,Alameda,Oakland Unified,Lighthouse Community Charter,444 Hegenberger Street,444 Hegenberger St.,Oakland,94621-1418,CA,444 Hegenberger Street,444 Hegenberger St.,Oakland,94621-1418,CA,(510) 562-8801,,www.lighthousecharter.org,2001-09-01,,1,0413,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,0,37.73705,-122.19663,Steve,Sexton,steve@lighthousecharter.org,Brandon,Paige,brandon.paige@lighthousecharter.org,,,,2016-04-19
01612590130666,0628050,10459,Active,Alameda,Oakland Unified,Aspire Lionel Wilson College Preparatory Academy,400 105th Avenue,400 105th Ave.,Oakland,94603-2968,CA,"1001 22nd Avenue, Suite100","1001 22nd Ave., Ste.100",Oakland,94606,CA,(510) 635-7737,,www.aspirepublicschools.org,2002-09-01,,1,0465,Directly funded,54,Unified School District,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,6-12,6-12,N,0,37.729387,-122.18048,Michelle,Cortez,delphine.sherman@aspirepublicschools.org,,,,,,,2016-04-19
01612590130732,0628050,10724,Active,Alameda,Oakland Unified,Aspire Triumph Technology Academy,3200 62nd Avenue,3200 62nd Ave.,Oakland,94605-1614,CA,"1001 22nd Avenue, Suite 100","1001 22nd Ave., Ste. 100",Oakland,94606,CA,(510) 638-9445,,www.aspirepublicschools.org,2014-08-04,,1,1663,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,37.773956,-122.18252,Jessica,Chacon,delphine.sherman@aspirepublicschools.org,,,,,,,2015-06-18
01612593030772,0628050,10461,Active,Alameda,Oakland Unified,Oakland School for the Arts,530 18th Street,530 18th St.,Oakland,94612-1512,CA,530 18th Street,530 18th St.,Oakland,94612-1512,CA,(510) 873-8800,,www.oakarts.org,2002-09-04,,1,0340,Directly funded,54,Unified School District,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,6-12,6-12,N,0,37.807834,-122.27113,Donn,Harris,dharris@oakarts.org,,,,,,,2016-04-19
